timestamp: ADC HeartRate4sAverage HeartRate30sAverage HRV8sAverage
1477480584.026:    210  70   9  842
1477480584.026:    220  70   9  842
1477480584.026:    227  70   9  842
1477480584.026:    236  70   9  842
1477480584.026:    255  70   9  842
1477480584.026:    284  70   9  842
1477480584.029:    317  70   9  842
1477480584.031:    344  70   9  842
1477480584.033:    364  70   9  842
1477480584.045:    387  70   9  842
1477480584.046:    421  70   9  842
1477480584.047:    461  70   9  842
1477480584.047:    496  70   9  842
1477480584.048:    519  70   9  842
1477480584.048:    529  70   9  842
1477480584.049:    525  70   9  842
1477480584.051:    497  70   9  842
1477480584.052:    438  70   9  842
1477480584.052:    354  70   9  842
1477480584.053:    257  70   9  842
1477480584.056:    160  70   9  842
1477480584.058:     63  70   9  842
1477480584.059:    -34  70   9  842
1477480584.074:   -126  70   9  842
1477480584.075:   -202  70   9  842
1477480584.075:   -261  70   9  842
1477480584.076:   -308  70   9  842
1477480584.076:   -351  70   9  842
1477480584.076:   -390  70   9  842
1477480584.078:   -425  70   9  842
1477480584.078:   -460  70   9  842
1477480584.078:   -500  70   9  842
1477480584.082:   -544  70   9  842
1477480584.083:   -587  70   9  842
1477480584.083:   -618  70   9  842
1477480584.085:   -632  70   9  842
1477480584.091:   -630  70   9  842
1477480584.128:   -621  70   9  842
1477480584.128:   -609  70   9  842
1477480584.128:   -596  70   9  842
1477480584.128:   -579  70   9  842
1477480584.129:   -551  70   9  842
1477480584.129:   -511  70   9  842
1477480584.129:   -461  70   9  842
1477480584.130:   -401  70   9  842
1477480584.130:   -334  70   9  842
1477480584.130:   -259  70   9  842
1477480584.131:   -183  70   9  842
1477480584.131:   -111  70   9  842
1477480584.132:    -44  70   9  842
1477480584.132:     23  70   9  842
1477480584.132:     87  70   9  842
1477480584.133:    141  70   9  842
1477480584.134:    174  70   9  842
1477480584.134:    183  70   9  842
1477480584.134:    175  70   9  842
1477480584.135:    165  70   9  842
1477480584.135:    163  70   9  842
1477480584.135:    168  70   9  842
1477480584.136:    178  70   9  842
1477480584.136:    186  70   9  842
1477480584.136:    192  70   9  842
1477480584.139:    204  70   9  842
1477480584.141:    224  70   9  842
1477480584.145:    246  70   9  842
1477480584.146:    259  70   9  842
1477480584.148:    261  70   9  842
1477480584.150:    258  70   9  842
1477480584.150:    261  70   9  842
1477480584.152:    270  70   9  842
1477480584.154:    272  70   9  842
1477480584.171:    260  70   9  842
1477480584.172:    241  70   9  842
1477480584.173:    231  70   9  842
1477480584.173:    233  70   9  842
1477480584.175:    234  70   9  842
1477480584.176:    218  70   9  842
1477480584.176:    178  70   9  842
1477480584.177:    120  70   9  842
1477480584.178:     57  70   9  842
1477480584.178:    -13  70   9  842
1477480584.178:    -76  70   9  842
1477480584.179:   -104  70   9  842
1477480584.181:    -35  70   9  842
1477480584.182:    174  70   9  842
1477480584.213:    489  70   9  842
1477480584.215:    772  70   9  842
1477480584.216:    861  70   9  842
1477480584.217:    708  70   9  842
1477480584.218:    414  70   9  842
1477480584.219:    113  70   9  842
1477480584.220:   -200  70   9  842
1477480584.222:   -726  70   9  842
1477480584.222:  -1734  70   9  842
1477480584.223:  -3386  70   9  842
1477480584.223:  -5680  70   9  842
1477480584.223:  -8498  70   9  842
1477480584.223: -11640  70   9  842
1477480584.223: -14810  70   9  842
1477480584.224: -17652  70   9  842
1477480584.224: -19885  70   9  842
1477480584.224: -21399  70   9  842
1477480584.225: -22149  70   9  842
1477480584.225: -21957  70   9  842
1477480584.225: -20511  70   9  842
1477480584.225: -17686  70   9  842
1477480584.227: -13847  70   9  842
1477480584.228:  -9773  70   9  842
1477480584.230:  -6176  70   9  842
1477480584.233:  -3299  70   9  842
1477480584.233:   -976  70   9  842
1477480584.247:    960  70   9  842
1477480584.248:   2405  70   9  842
1477480584.248:   3135  70   9  842
1477480584.249:   3137  70   9  842
1477480584.249:   2723  70   9  842
1477480584.250:   2315  70   9  842
1477480584.250:   2170  70   9  842
1477480584.251:   2310  70   9  842
1477480584.251:   2665  70   9  842
1477480584.252:   3176  70   9  842
1477480584.255:   3786  70   9  844
1477480584.256:   4377  70   9  844
1477480584.260:   4803  70   9  844
1477480584.261:   4980  70   9  844
1477480584.272:   4937  70   9  844
1477480584.273:   4774  70   9  844
1477480584.274:   4590  70   9  844
1477480584.276:   4439  70   9  844
1477480584.277:   4347  70   9  844
1477480584.277:   4332  70   9  844
1477480584.278:   4390  70   9  844
1477480584.279:   4481  70   9  844
1477480584.281:   4549  70   9  844
1477480584.281:   4549  70   9  844
1477480584.281:   4470  70   9  844
1477480584.290:   4333  70   9  844
1477480584.290:   4178  70   9  844
1477480584.291:   4038  70   9  844
1477480584.291:   3937  70   9  844
1477480584.291:   3877  70   9  844
1477480584.293:   3847  70   9  844
1477480584.295:   3829  70   9  844
1477480584.297:   3805  70   9  844
1477480584.301:   3763  70   9  844
1477480584.309:   3695  70   9  844
1477480584.310:   3603  70   9  844
1477480584.311:   3501  70   9  844
1477480584.311:   3407  70   9  844
1477480584.313:   3335  70   9  844
1477480584.313:   3286  70   9  844
1477480584.315:   3251  70   9  844
1477480584.316:   3220  70   9  844
1477480584.319:   3182  70   9  844
1477480584.320:   3133  70   9  844
1477480584.329:   3070  70   9  844
1477480584.330:   2996  70   9  844
1477480584.330:   2920  70   9  844
1477480584.330:   2851  70   9  844
1477480584.330:   2796  70   9  844
1477480584.331:   2751  70   9  844
1477480584.333:   2710  70   9  844
1477480584.335:   2669  70   9  844
1477480584.335:   2630  70   9  844
1477480584.341:   2596  70   9  844
1477480584.342:   2565  70   9  844
1477480584.343:   2527  70   9  844
1477480584.375:   2479  70   9  844
1477480584.376:   2426  70   9  844
1477480584.377:   2381  70   9  844
1477480584.378:   2346  70   9  844
1477480584.379:   2315  70   9  844
1477480584.380:   2279  70   9  844
1477480584.381:   2237  70   9  844
1477480584.382:   2200  70   9  844
1477480584.383:   2176  70   9  844
1477480584.384:   2157  70   9  844
1477480584.384:   2131  70   9  844
1477480584.390:   2096  70   9  844
1477480584.391:   2061  70   9  844
1477480584.391:   2031  70   9  844
1477480584.392:   2002  70   9  844
1477480584.392:   1965  70   9  844
1477480584.393:   1922  70   9  844
1477480584.393:   1885  70   9  844
1477480584.393:   1862  70   9  844
1477480584.393:   1844  70   9  844
1477480584.394:   1819  70   9  844
1477480584.394:   1783  70   9  844
1477480584.394:   1746  70   9  844
1477480584.395:   1714  70   9  844
1477480584.395:   1685  70   9  844
1477480584.399:   1652  70   9  844
1477480584.414:   1619  70   9  844
1477480584.415:   1597  70   9  844
1477480584.415:   1584  70   9  844
1477480584.415:   1568  70   9  844
1477480584.415:   1539  70   9  844
1477480584.415:   1506  70   9  844
1477480584.415:   1486  70   9  844
1477480584.416:   1480  70   9  844
1477480584.416:   1472  70   9  844
1477480584.416:   1442  70   9  844
1477480584.416:   1397  70   9  844
1477480584.419:   1354  70   9  844
1477480584.421:   1328  70   9  844
1477480584.424:   1312  70   9  844
1477480584.424:   1290  70   9  844
1477480584.426:   1260  70   9  844
1477480584.427:   1233  70   9  844
1477480584.431:   1218  70   9  844
1477480584.440:   1211  70   9  844
1477480584.440:   1203  70   9  844
1477480584.441:   1187  70   9  844
1477480584.441:   1164  70   9  844
1477480584.441:   1139  70   9  844
1477480584.442:   1117  70   9  844
1477480584.442:   1097  70   9  844
1477480584.444:   1079  70   9  844
1477480584.447:   1059  70   9  844
1477480584.451:   1035  70   9  844
1477480584.452:   1005  70   9  844
1477480584.454:    976  70   9  844
1477480584.455:    955  70   9  844
1477480584.456:    942  70   9  844
1477480584.459:    929  70   9  844
1477480584.461:    910  70   9  844
1477480584.465:    884  70   9  844
1477480584.466:    859  70   9  844
1477480584.468:    841  70   9  844
1477480584.468:    832  70   9  844
1477480584.470:    829  70   9  844
1477480584.472:    829  70   9  844
1477480584.475:    828  70   9  844
1477480584.476:    828  70   9  844
1477480584.492:    827  70   9  844
1477480584.492:    822  70   9  844
1477480584.492:    814  70   9  844
1477480584.492:    801  70   9  844
1477480584.492:    783  70   9  844
1477480584.492:    761  70   9  844
1477480584.493:    738  70   9  844
1477480584.493:    716  70   9  844
1477480584.494:    693  70   9  844
1477480584.498:    669  70   9  844
1477480584.498:    645  70   9  844
1477480584.500:    627  70   9  844
1477480584.501:    619  70   9  844
1477480584.504:    617  70   9  844
1477480584.506:    610  70   9  844
1477480584.507:    591  70   9  844
1477480584.533:    563  70   9  844
1477480584.534:    533  70   9  844
1477480584.534:    508  70   9  844
1477480584.534:    484  70   9  844
1477480584.534:    455  70   9  844
1477480584.535:    416  70   9  844
1477480584.535:    373  70   9  844
1477480584.536:    335  70   9  844
1477480584.536:    305  70   9  844
1477480584.536:    278  70   9  844
1477480584.536:    248  70   9  844
1477480584.537:    212  70   9  844
1477480584.537:    174  70   9  844
1477480584.537:    135  70   9  844
1477480584.540:     94  70   9  844
1477480584.540:     50  70   9  844
1477480584.541:      4  70   9  844
1477480584.544:    -43  70   9  844
1477480584.547:    -95  70   9  844
1477480584.547:   -158  70   9  844
1477480584.564:   -236  70   9  844
1477480584.643:   -322  70   9  844
1477480584.643:   -412  70   9  844
1477480584.644:   -511  70   9  844
1477480584.644:   -627  70   9  844
1477480584.644:   -756  70   9  844
1477480584.644:   -884  70   9  844
1477480584.645:  -1004  70   9  844
1477480584.645:  -1124  70   9  844
1477480584.645:  -1256  70   9  844
1477480584.645:  -1398  70   9  844
1477480584.645:  -1536  70   9  844
1477480584.646:  -1655  70   9  844
1477480584.646:  -1762  70   9  844
1477480584.646:  -1867  70   9  844
1477480584.646:  -1967  70   9  844
1477480584.646:  -2043  70   9  844
1477480584.647:  -2083  70   9  844
1477480584.647:  -2098  70   9  844
1477480584.647:  -2105  70   9  844
1477480584.647:  -2111  70   9  844
1477480584.647:  -2098  70   9  844
1477480584.648:  -2053  70   9  844
1477480584.648:  -1982  70   9  844
1477480584.648:  -1908  70   9  844
1477480584.648:  -1840  70   9  844
1477480584.649:  -1769  70   9  844
1477480584.649:  -1679  70   9  844
1477480584.649:  -1565  70   9  844
1477480584.649:  -1436  70   9  844
1477480584.649:  -1310  70   9  844
1477480584.650:  -1192  70   9  844
1477480584.650:  -1079  70   9  844
1477480584.650:   -962  70   9  844
1477480584.651:   -843  70   9  844
1477480584.651:   -726  70   9  844
1477480584.651:   -623  70   9  844
1477480584.651:   -537  70   9  844
1477480584.652:   -463  70   9  844
1477480584.652:   -388  70   9  844
1477480584.652:   -305  70   9  844
1477480584.652:   -223  70   9  844
1477480584.666:   -156  70   9  844
1477480584.667:   -109  70   9  844
1477480584.667:    -71  70   9  844
1477480584.667:    -22  70   9  844
1477480584.667:     39  70   9  844
1477480584.668:     93  70   9  844
1477480584.668:    118  70   9  844
1477480584.668:    118  70   9  844
1477480584.668:    115  70   9  844
1477480584.668:    127  70   9  844
1477480584.669:    151  70   9  844
1477480584.669:    169  70   9  844
1477480584.669:    175  70   9  844
1477480584.671:    179  70   9  844
1477480584.671:    190  70   9  844
1477480584.671:    209  70   9  844
1477480584.671:    227  70   9  844
1477480584.671:    232  70   9  844
1477480584.672:    226  70   9  844
1477480584.672:    211  70   9  844
1477480584.673:    190  70   9  844
1477480584.675:    167  70   9  844
1477480584.675:    144  70   9  844
1477480584.677:    124  70   9  844
1477480584.699:    106  70   9  844
1477480584.699:     90  70   9  844
1477480584.700:     78  70   9  844
1477480584.700:     74  70   9  844
1477480584.701:     82  70   9  844
1477480584.702:     98  70   9  844
1477480584.703:    108  70   9  844
1477480584.704:    103  70   9  844
1477480584.705:     83  70   9  844
1477480584.705:     64  70   9  844
1477480584.705:     59  70   9  844
1477480584.706:     71  70   9  844
1477480584.707:     82  70   9  844
1477480584.709:     77  70   9  844
1477480584.710:     57  70   9  844
1477480584.710:     38  70   9  844
1477480584.713:     32  70   9  844
1477480584.714:     36  70   9  844
1477480584.714:     36  70   9  844
1477480584.716:     24  70   9  844
1477480584.717:      6  70   9  844
1477480584.721:     -6  70   9  844
1477480584.741:     -6  70   9  844
1477480584.742:      2  70   9  844
1477480584.742:     13  70   9  844
1477480584.743:     25  70   9  844
1477480584.744:     39  70   9  844
1477480584.744:     54  70   9  844
1477480584.746:     68  70   9  844
1477480584.747:     80  70   9  844
1477480584.747:     86  70   9  844
1477480584.747:     86  70   9  844
1477480584.748:     81  70   9  844
1477480584.749:     77  70   9  844
1477480584.749:     76  70   9  844
1477480584.750:     77  70   9  844
1477480584.764:     77  70   9  844
1477480584.765:     74  70   9  844
1477480584.765:     75  70   9  844
1477480584.765:     78  70   9  844
1477480584.766:     84  70   9  844
1477480584.766:     89  70   9  844
1477480584.766:     92  70   9  844
1477480584.767:     94  70   9  844
1477480584.768:     93  70   9  844
1477480584.769:     88  70   9  844
1477480584.770:     83  70   9  844
1477480584.770:     84  70   9  844
1477480584.772:     88  70   9  844
1477480584.776:     92  70   9  844
1477480584.777:     91  70   9  844
1477480584.780:     86  70   9  844
1477480584.788:     81  70   9  844
1477480584.788:     76  70   9  844
1477480584.789:     70  70   9  844
1477480584.790:     63  70   9  844
1477480584.791:     59  70   9  844
1477480584.792:     56  70   9  844
1477480584.793:     52  70   9  844
1477480584.794:     47  70   9  844
1477480584.795:     49  70   9  844
1477480584.797:     66  70   9  844
1477480584.803:     93  70   9  844
1477480584.804:    119  70   9  844
1477480584.807:    134  70   9  844
1477480584.807:    138  70   9  844
1477480584.809:    139  70   9  844
1477480584.813:    140  70   9  844
1477480584.813:    142  70   9  844
1477480584.815:    143  70   9  844
1477480584.816:    144  70   9  844
1477480584.817:    148  70   9  844
1477480584.823:    150  70   9  844
1477480584.823:    152  70   9  844
1477480584.834:    158  70   9  844
1477480584.835:    174  70   9  844
1477480584.835:    194  70   9  844
1477480584.836:    207  70   9  844
1477480584.836:    208  70   9  844
1477480584.837:    197  70   9  844
1477480584.837:    186  70   9  844
1477480584.837:    176  70   9  844
1477480584.840:    166  70   9  844
1477480584.846:    153  70   9  844
1477480584.852:    144  70   9  844
1477480584.852:    142  70   9  844
1477480584.853:    144  70   9  844
1477480584.853:    141  70   9  844
1477480584.853:    134  70   9  844
1477480584.854:    134  70   9  844
1477480584.855:    149  70   9  844
1477480584.857:    171  70   9  844
1477480584.858:    187  70   9  844
1477480584.863:    190  70   9  844
1477480584.863:    190  70   9  844
1477480584.866:    198  70   9  844
1477480584.866:    209  70   9  844
1477480584.872:    215  70   9  844
1477480584.872:    209  70   9  844
1477480584.876:    202  70   9  844
1477480584.876:    204  70   9  844
1477480584.877:    213  70   9  844
1477480584.881:    219  70   9  844
1477480584.882:    218  70   9  844
1477480584.886:    215  70   9  844
1477480584.886:    219  70   9  844
1477480584.888:    229  70   9  844
1477480584.889:    238  70   9  844
1477480584.890:    244  70   9  844
1477480584.892:    255  70   9  844
1477480584.905:    280  70   9  844
1477480584.905:    314  70   9  844
1477480584.906:    347  70   9  844
1477480584.906:    379  70   9  844
1477480584.907:    417  70   9  844
1477480584.907:    461  70   9  844
1477480584.910:    500  70   9  844
1477480584.911:    521  70   9  844
1477480584.913:    530  70   9  844
1477480584.914:    538  70   9  844
1477480584.923:    540  70   9  844
1477480584.924:    509  70   9  844
1477480584.924:    428  70   9  844
1477480584.925:    308  70   9  844
1477480584.926:    189  70   9  844
1477480584.926:     94  70   9  844
1477480584.928:     15  70   9  844
1477480584.928:    -71  70   9  844
1477480584.934:   -168  70   9  844
1477480584.934:   -253  70   9  844
1477480584.935:   -303  70   9  844
1477480584.937:   -321  70   9  844
1477480584.939:   -327  70   9  844
1477480584.942:   -336  70   9  844
1477480584.942:   -353  70   9  844
1477480584.945:   -376  70   9  844
1477480584.946:   -404  70   9  844
1477480584.947:   -439  70   9  844
1477480584.948:   -479  70   9  844
1477480584.951:   -521  70   9  844
1477480584.954:   -559  70   9  844
1477480584.954:   -588  70   9  844
1477480584.959:   -604  70   9  844
1477480584.960:   -606  70   9  844
1477480584.973:   -592  70   9  844
1477480584.974:   -563  70   9  844
1477480584.974:   -519  70   9  844
1477480584.974:   -461  70   9  844
1477480584.974:   -393  70   9  844
1477480584.974:   -316  70   9  844
1477480584.974:   -237  70   9  844
1477480584.974:   -163  70   9  844
1477480584.976:   -102  70   9  844
1477480584.979:    -55  70   9  844
1477480584.981:    -13  70   9  844
1477480584.983:     32  70   9  844
1477480584.985:     81  70   9  844
1477480584.988:    120  70   9  844
1477480584.994:    138  70   9  844
1477480584.994:    137  70   9  844
1477480584.994:    130  70   9  844
1477480584.995:    127  70   9  844
1477480584.995:    127  70   9  844
1477480584.998:    125  70   9  844
1477480584.999:    121  70   9  844
1477480585.004:    121  70   9  844
1477480585.005:    129  70   9  844
1477480585.006:    142  70   9  844
1477480585.008:    151  70   9  844
1477480585.015:    156  70   9  844
1477480585.015:    157  70   9  844
1477480585.015:    162  70   9  844
1477480585.016:    174  70   9  844
1477480585.018:    196  70   9  844
1477480585.021:    216  70   9  844
1477480585.021:    226  70   9  844
1477480585.023:    221  70   9  844
1477480585.026:    209  70   9  844
1477480585.037:    202  70   9  844
1477480585.037:    198  70   9  844
1477480585.037:    186  70   9  844
1477480585.037:    158  70   9  844
1477480585.037:    119  70   9  844
1477480585.040:     76  70   9  844
1477480585.040:     21  70   9  844
1477480585.042:    -59  70   9  844
1477480585.043:   -139  70   9  844
1477480585.044:   -144  70   9  844
1477480585.050:     -4  70   9  844
1477480585.050:    268  70   9  844
1477480585.058:    550  70   9  844
1477480585.059:    683  70   9  844
1477480585.059:    601  70   9  844
1477480585.059:    380  70   9  844
1477480585.059:    138  70   9  844
1477480585.061:   -119  70   9  844
1477480585.064:   -511  70   9  844
1477480585.065:  -1186  70   9  844
1477480585.067:  -2222  70   9  844
1477480585.068:  -3666  70   9  844
1477480585.072:  -5616  70   9  844
1477480585.073:  -8152  70   9  844
1477480585.074: -11121  70   9  844
1477480585.077: -14066  70   9  844
1477480585.083: -16473  70   9  844
1477480585.083: -18115  70   9  844
1477480585.083: -19095  70   9  844
1477480585.084: -19504  70   9  844
1477480585.086: -19100  70   9  844
1477480585.088: -17478  70   9  844
1477480585.104: -14573  70   9  844
1477480585.105: -10918  70   9  844
1477480585.111:  -7339  70   9  844
1477480585.111:  -4375  70   9  844
1477480585.111:  -2041  70   9  844
1477480585.112:   -130  70   9  844
1477480585.112:   1398  70   9  844
1477480585.113:   2355  70   9  844
1477480585.113:   2619  70   9  844
1477480585.113:   2358  70   9  844
1477480585.127:   1942  70   9  844
1477480585.128:   1677  70   9  844
1477480585.128:   1658  70   9  844
1477480585.128:   1852  70   9  844
1477480585.129:   2218  70   9  844
1477480585.129:   2733  70   9  844
1477480585.129:   3334  70   9  844
1477480585.129:   3884  70   9  844
1477480585.130:   4245  70   9  844
1477480585.130:   4354  70   9  844
1477480585.131:   4248  70   9  844
1477480585.132:   4028  70   9  852
1477480585.141:   3805  70   9  852
1477480585.141:   3657  70   9  852
1477480585.142:   3623  70   9  852
1477480585.142:   3700  70   9  852
1477480585.142:   3839  70   9  852
1477480585.143:   3970  70   9  852
1477480585.146:   4027  70   9  852
1477480585.151:   3986  70   9  852
1477480585.151:   3865  70   9  852
1477480585.154:   3710  70   9  852
1477480585.172:   3565  70   9  852
1477480585.173:   3458  70   9  852
1477480585.174:   3399  70   9  852
1477480585.174:   3384  70   9  852
1477480585.175:   3396  70   9  852
1477480585.176:   3408  70   9  852
1477480585.176:   3390  70   9  852
1477480585.177:   3327  70   9  852
1477480585.178:   3231  70   9  852
1477480585.178:   3129  70   9  852
1477480585.179:   3043  70   9  852
1477480585.180:   2979  70   9  852
1477480585.182:   2930  70   9  852
1477480585.182:   2894  70   9  852
1477480585.182:   2869  70   9  852
1477480585.183:   2851  70   9  852
1477480585.184:   2825  70   9  852
1477480585.186:   2777  70   9  852
1477480585.198:   2709  70   9  852
1477480585.198:   2638  70   9  852
1477480585.199:   2579  70   9  852
1477480585.199:   2530  70   9  852
1477480585.199:   2483  70   9  852
1477480585.199:   2433  70   9  852
1477480585.200:   2391  70   9  852
1477480585.202:   2363  70   9  852
1477480585.237:   2346  70   9  852
1477480585.238:   2326  70   9  852
1477480585.240:   2293  70   9  852
1477480585.242:   2252  70   9  852
1477480585.242:   2218  70   9  852
1477480585.242:   2194  70   9  852
1477480585.242:   2170  70   9  852
1477480585.243:   2137  70   9  852
1477480585.243:   2097  70   9  852
1477480585.244:   2062  70   9  852
1477480585.262:   2037  70   9  852
1477480585.262:   2019  70   9  852
1477480585.262:   1996  70   9  852
1477480585.263:   1967  70   9  852
1477480585.263:   1935  70   9  852
1477480585.263:   1904  70   9  852
1477480585.263:   1875  70   9  852
1477480585.263:   1850  70   9  852
1477480585.263:   1829  70   9  852
1477480585.264:   1807  70   9  852
1477480585.264:   1780  70   9  852
1477480585.264:   1743  70   9  852
1477480585.264:   1705  70   9  852
1477480585.264:   1673  70   9  852
1477480585.264:   1647  70   9  852
1477480585.265:   1618  70   9  852
1477480585.265:   1584  70   9  852
1477480585.265:   1553  70   9  852
1477480585.265:   1537  70   9  852
1477480585.266:   1534  70   9  852
1477480585.266:   1531  70   9  852
1477480585.268:   1517  70   9  852
1477480585.268:   1495  70   9  852
1477480585.270:   1476  70   9  852
1477480585.271:   1461  70   9  852
1477480585.272:   1444  70   9  852
1477480585.278:   1416  70   9  852
1477480585.278:   1381  70   9  852
1477480585.290:   1345  70   9  852
1477480585.290:   1315  70   9  852
1477480585.291:   1291  70   9  852
1477480585.292:   1271  70   9  852
1477480585.295:   1251  70   9  852
1477480585.296:   1231  70   9  852
1477480585.297:   1211  70   9  852
1477480585.297:   1189  70   9  852
1477480585.298:   1168  70   9  852
1477480585.299:   1148  70   9  852
1477480585.300:   1129  70   9  852
1477480585.302:   1108  70   9  852
1477480585.306:   1083  70   9  852
1477480585.307:   1055  70   9  852
1477480585.307:   1029  70   9  852
1477480585.308:   1008  70   9  852
1477480585.309:    990  70   9  852
1477480585.315:    969  70   9  852
1477480585.325:    943  70   9  852
1477480585.326:    918  70   9  852
1477480585.326:    901  70   9  852
1477480585.327:    891  70   9  852
1477480585.327:    880  70   9  852
1477480585.327:    862  70   9  852
1477480585.328:    841  70   9  852
1477480585.328:    824  70   9  852
1477480585.333:    813  70   9  852
1477480585.335:    803  70   9  852
1477480585.343:    790  70   9  852
1477480585.344:    772  70   9  852
1477480585.344:    753  70   9  852
1477480585.345:    737  70   9  852
1477480585.345:    724  70   9  852
1477480585.346:    712  70   9  852
1477480585.347:    700  70   9  852
1477480585.348:    686  70   9  852
1477480585.349:    671  70   9  852
1477480585.351:    654  70   9  852
1477480585.355:    635  70   9  852
1477480585.357:    614  70   9  852
1477480585.357:    594  70   9  852
1477480585.359:    579  70   9  852
1477480585.361:    570  70   9  852
1477480585.365:    562  70   9  852
1477480585.381:    547  70   9  852
1477480585.382:    522  70   9  852
1477480585.382:    493  70   9  852
1477480585.382:    471  70   9  852
1477480585.383:    454  70   9  852
1477480585.383:    431  70   9  852
1477480585.383:    394  70   9  852
1477480585.383:    346  70   9  852
1477480585.384:    300  70   9  852
1477480585.384:    264  70   9  852
1477480585.387:    232  70   9  852
1477480585.388:    195  70   9  852
1477480585.389:    153  70   9  852
1477480585.390:    110  70   9  852
1477480585.403:     67  70   9  852
1477480585.404:     23  70   9  852
1477480585.404:    -24  70   9  852
1477480585.404:    -72  70   9  852
1477480585.405:   -119  70   9  852
1477480585.405:   -166  70   9  852
1477480585.406:   -215  70   9  852
1477480585.409:   -267  70   9  852
1477480585.409:   -320  70   9  852
1477480585.411:   -371  70   9  852
1477480585.425:   -422  70   9  852
1477480585.425:   -478  70   9  852
1477480585.425:   -542  70   9  852
1477480585.426:   -615  70   9  852
1477480585.426:   -696  70   9  852
1477480585.426:   -787  70   9  852
1477480585.427:   -889  70   9  852
1477480585.428:  -1002  70   9  852
1477480585.428:  -1123  70   9  852
1477480585.429:  -1250  70   9  852
1477480585.434:  -1382  70   9  852
1477480585.508:  -1514  70   9  852
1477480585.508:  -1641  70   9  852
1477480585.508:  -1758  70   9  852
1477480585.508:  -1863  70   9  852
1477480585.508:  -1959  70   9  852
1477480585.509:  -2044  70   9  852
1477480585.509:  -2118  70   9  852
1477480585.509:  -2177  70   9  852
1477480585.509:  -2221  70   9  852
1477480585.509:  -2249  70   9  852
1477480585.509:  -2262  70   9  852
1477480585.509:  -2256  70   9  852
1477480585.510:  -2231  70   9  852
1477480585.510:  -2186  70   9  852
1477480585.510:  -2125  70   9  852
1477480585.510:  -2046  70   9  852
1477480585.510:  -1953  70   9  852
1477480585.510:  -1850  70   9  852
1477480585.511:  -1744  70   9  852
1477480585.511:  -1635  70   9  852
1477480585.511:  -1518  70   9  852
1477480585.511:  -1391  70   9  852
1477480585.511:  -1263  70   9  852
1477480585.511:  -1142  70   9  852
1477480585.512:  -1035  70   9  852
1477480585.512:   -932  70   9  852
1477480585.512:   -827  70   9  852
1477480585.512:   -720  70   9  852
1477480585.512:   -619  70   9  852
1477480585.512:   -531  70   9  852
1477480585.512:   -453  70   9  852
1477480585.513:   -379  70   9  852
1477480585.513:   -306  70   9  852
1477480585.527:   -238  70   9  852
1477480585.527:   -179  70   9  852
1477480585.527:   -128  70   9  852
1477480585.527:    -84  70   9  852
1477480585.527:    -44  70   9  852
1477480585.527:     -7  70   9  852
1477480585.527:     28  70   9  852
1477480585.528:     58  70   9  852
1477480585.528:     81  70   9  852
1477480585.528:     96  70   9  852
1477480585.528:    109  70   9  852
1477480585.528:    123  70   9  852
1477480585.528:    135  70   9  852
1477480585.528:    142  70   9  852
1477480585.529:    141  70   9  852
1477480585.529:    134  70   9  852
1477480585.530:    126  70   9  852
1477480585.532:    118  70   9  852
1477480585.534:    107  70   9  852
1477480585.535:     91  70   9  852
1477480585.538:     70  70   9  852
1477480585.539:     49  70   9  852
1477480585.541:     33  70   9  852
1477480585.542:     24  70   9  852
1477480585.555:     17  70   9  852
1477480585.555:      8  70   9  852
1477480585.556:     -6  70   9  852
1477480585.556:    -21  70   9  852
1477480585.557:    -32  70   9  852
1477480585.557:    -38  70   9  852
1477480585.557:    -46  70   9  852
1477480585.559:    -59  70   9  852
1477480585.561:    -77  70   9  852
1477480585.566:    -93  70   9  852
1477480585.566:   -103  70   9  852
1477480585.573:   -104  70   9  852
1477480585.573:    -99  70   9  852
1477480585.574:    -94  70   9  852
1477480585.574:    -94  70   9  852
1477480585.574:    -98  70   9  852
1477480585.579:   -101  70   9  852
1477480585.580:    -96  70   9  852
1477480585.584:    -88  70   9  852
1477480585.584:    -85  70   9  852
1477480585.599:    -93  70   9  852
1477480585.599:   -105  70   9  852
1477480585.600:   -108  70   9  852
1477480585.600:   -101  70   9  852
1477480585.600:    -95  70   9  852
1477480585.600:    -96  70   9  852
1477480585.600:   -101  70   9  852
1477480585.600:    -97  70   9  852
1477480585.601:    -81  70   9  852
1477480585.602:    -65  70   9  852
1477480585.605:    -58  70   9  852
1477480585.607:    -60  70   9  852
1477480585.612:    -62  70   9  852
1477480585.612:    -58  70   9  852
1477480585.615:    -50  70   9  852
1477480585.615:    -43  70   9  852
1477480585.616:    -37  70   9  852
1477480585.619:    -30  70   9  852
1477480585.621:    -22  70   9  852
1477480585.626:    -11  70   9  852
1477480585.642:      3  70   9  852
1477480585.642:     19  70   9  852
1477480585.642:     31  70   9  852
1477480585.642:     36  70   9  852
1477480585.643:     40  70   9  852
1477480585.643:     48  70   9  852
1477480585.643:     59  70   9  852
1477480585.643:     67  70   9  852
1477480585.643:     69  70   9  852
1477480585.643:     69  70   9  852
1477480585.643:     75  70   9  852
1477480585.646:     88  70   9  852
1477480585.648:    101  70   9  852
1477480585.649:    104  70   9  852
1477480585.657:    101  70   9  852
1477480585.658:    101  70   9  852
1477480585.658:    111  70   9  852
1477480585.658:    125  70   9  852
1477480585.660:    137  70   9  852
1477480585.662:    143  70   9  852
