timestamp: ADC HeartRate4sAverage HeartRate30sAverage HRV8sAverage
1477480564.074:    627  78  10  768
1477480564.074:    736  78  10  768
1477480564.074:    594  78  10  768
1477480564.074:    291  78  10  768
1477480564.074:    -42  78  10  768
1477480564.075:   -386  78  10  768
1477480564.075:   -887  78  10  768
1477480564.075:  -1755  78  10  768
1477480564.078:  -3142  78  10  768
1477480564.078:  -5123  78  10  768
1477480564.079:  -7690  78  10  768
1477480564.081: -10702  78  10  768
1477480564.082: -13816  78  10  768
1477480564.083: -16584  78  10  768
1477480564.086: -18686  78  10  768
1477480564.089: -20070  78  10  768
1477480564.089: -20799  78  10  768
1477480564.091: -20768  78  10  768
1477480564.119: -19648  78  10  768
1477480564.119: -17209  78  10  768
1477480564.120: -13693  78  10  768
1477480564.120:  -9806  78  10  768
1477480564.120:  -6287  78  10  768
1477480564.120:  -3464  78  10  768
1477480564.120:  -1240  78  10  768
1477480564.121:    567  78  10  768
1477480564.121:   1935  78  10  768
1477480564.121:   2699  78  10  768
1477480564.122:   2823  78  10  768
1477480564.122:   2541  78  10  768
1477480564.123:   2208  78  10  768
1477480564.123:   2069  78  10  768
1477480564.129:   2173  78  10  768
1477480564.130:   2470  78  10  768
1477480564.130:   2920  78  10  768
1477480564.130:   3486  78  10  768
1477480564.131:   4070  78  10  768
1477480564.131:   4521  78  10  768
1477480564.133:   4727  78  10  768
1477480564.134:   4684  78  10  768
1477480564.138:   4494  78  10  768
1477480564.139:   4282  78  10  768
1477480564.150:   4126  78  10  768
1477480564.150:   4053  78  10  768
1477480564.150:   4069  78  10  768
1477480564.151:   4155  78  10  768
1477480564.151:   4267  78  10  768
1477480564.152:   4343  78  10  768
1477480564.153:   4344  78  10  768
1477480564.154:   4266  78  10  768
1477480564.155:   4145  78  10  768
1477480564.156:   4022  78  10  768
1477480564.159:   3916  78  10  768
1477480564.161:   3832  78  10  768
1477480564.173:   3774  78  10  768
1477480564.174:   3745  78  10  768
1477480564.174:   3741  78  10  768
1477480564.174:   3742  78  10  768
1477480564.174:   3718  78  10  768
1477480564.176:   3652  78  10  768
1477480564.176:   3554  78  10  768
1477480564.180:   3452  78  10  768
1477480564.180:   3371  78  10  768
1477480564.181:   3315  78  10  768
1477480564.183:   3272  78  10  768
1477480564.185:   3230  78  10  768
1477480564.194:   3183  78  10  768
1477480564.194:   3131  78  10  768
1477480564.194:   3074  78  10  768
1477480564.195:   3011  78  10  768
1477480564.196:   2946  78  10  768
1477480564.197:   2885  78  10  768
1477480564.198:   2833  78  10  768
1477480564.201:   2790  78  10  768
1477480564.203:   2751  78  10  768
1477480564.204:   2713  78  10  768
1477480564.212:   2677  78  10  768
1477480564.212:   2642  78  10  768
1477480564.213:   2606  78  10  768
1477480564.213:   2567  78  10  768
1477480564.215:   2525  77  10  769
1477480564.216:   2485  77  10  769
1477480564.220:   2446  77  10  769
1477480564.221:   2406  77  10  769
1477480564.222:   2363  77  10  769
1477480564.226:   2323  77  10  769
1477480564.237:   2295  77  10  769
1477480564.237:   2277  77  10  769
1477480564.238:   2258  77  10  769
1477480564.239:   2226  77  10  769
1477480564.241:   2186  77  10  769
1477480564.242:   2151  77  10  769
1477480564.257:   2130  77  10  769
1477480564.260:   2113  77  10  769
1477480564.260:   2091  77  10  769
1477480564.261:   2061  77  10  769
1477480564.262:   2036  77  10  769
1477480564.264:   2024  77  10  769
1477480564.274:   2019  77  10  769
1477480564.275:   2010  77  10  769
1477480564.275:   1995  77  10  769
1477480564.276:   1978  77  10  769
1477480564.277:   1963  77  10  769
1477480564.278:   1948  77  10  769
1477480564.279:   1927  77  10  769
1477480564.279:   1898  77  10  769
1477480564.280:   1866  77  10  769
1477480564.281:   1833  77  10  769
1477480564.292:   1802  77  10  769
1477480564.293:   1771  77  10  769
1477480564.297:   1743  77  10  769
1477480564.297:   1723  77  10  769
1477480564.298:   1711  77  10  769
1477480564.299:   1705  77  10  769
1477480564.299:   1694  77  10  769
1477480564.300:   1672  77  10  769
1477480564.312:   1645  77  10  769
1477480564.313:   1625  77  10  769
1477480564.314:   1614  77  10  769
1477480564.314:   1601  77  10  769
1477480564.315:   1571  77  10  769
1477480564.316:   1527  77  10  769
1477480564.316:   1491  77  10  769
1477480564.317:   1473  77  10  769
1477480564.318:   1463  77  10  769
1477480564.319:   1439  77  10  769
1477480564.320:   1397  77  10  769
1477480564.320:   1357  77  10  769
1477480564.331:   1335  77  10  769
1477480564.332:   1323  77  10  769
1477480564.332:   1302  77  10  769
1477480564.333:   1269  77  10  769
1477480564.333:   1237  77  10  769
1477480564.334:   1218  77  10  769
1477480564.335:   1203  77  10  769
1477480564.335:   1178  77  10  769
1477480564.337:   1141  77  10  769
1477480564.337:   1111  77  10  769
1477480564.337:   1100  77  10  769
1477480564.338:   1098  77  10  769
1477480564.338:   1082  77  10  769
1477480564.338:   1044  77  10  769
1477480564.338:   1002  77  10  769
1477480564.339:    985  77  10  769
1477480564.340:    999  77  10  769
1477480564.342:   1017  77  10  769
1477480564.355:   1013  77  10  769
1477480564.355:    988  77  10  769
1477480564.356:    965  77  10  769
1477480564.356:    966  77  10  769
1477480564.356:    982  77  10  769
1477480564.356:    986  77  10  769
1477480564.356:    963  77  10  769
1477480564.358:    929  77  10  769
1477480564.363:    906  77  10  769
1477480564.363:    901  77  10  769
1477480564.365:    898  77  10  769
1477480564.366:    883  77  10  769
1477480564.377:    859  77  10  769
1477480564.377:    840  77  10  769
1477480564.378:    831  77  10  769
1477480564.378:    829  77  10  769
1477480564.378:    825  77  10  769
1477480564.380:    809  77  10  769
1477480564.381:    783  77  10  769
1477480564.381:    752  77  10  769
1477480564.384:    726  77  10  769
1477480564.385:    712  77  10  769
1477480564.390:    703  77  10  769
1477480564.391:    683  77  10  769
1477480564.399:    644  77  10  769
1477480564.400:    598  77  10  769
1477480564.400:    564  77  10  769
1477480564.401:    550  77  10  769
1477480564.401:    541  77  10  769
1477480564.404:    520  77  10  769
1477480564.405:    482  77  10  769
1477480564.406:    438  77  10  769
1477480564.406:    399  77  10  769
1477480564.408:    365  77  10  769
1477480564.411:    325  77  10  769
1477480564.413:    276  77  10  769
1477480564.417:    217  77  10  769
1477480564.419:    147  77  10  769
1477480564.421:     67  77  10  769
1477480564.422:    -23  77  10  769
1477480564.423:   -116  77  10  769
1477480564.424:   -214  77  10  769
1477480564.443:   -322  77  10  769
1477480564.443:   -443  77  10  769
1477480564.444:   -573  77  10  769
1477480564.445:   -702  77  10  769
1477480564.445:   -830  77  10  769
1477480564.446:   -960  77  10  769
1477480564.446:  -1096  77  10  769
1477480564.447:  -1227  77  10  769
1477480564.447:  -1341  77  10  769
1477480564.449:  -1432  77  10  769
1477480564.449:  -1506  77  10  769
1477480564.451:  -1569  77  10  769
1477480564.463:  -1617  77  10  769
1477480564.463:  -1641  77  10  769
1477480564.463:  -1640  77  10  769
1477480564.464:  -1624  77  10  769
1477480564.464:  -1594  77  10  769
1477480564.465:  -1548  77  10  769
1477480564.467:  -1484  77  10  769
1477480564.468:  -1408  77  10  769
1477480564.469:  -1333  77  10  769
1477480564.471:  -1262  77  10  769
1477480564.482:  -1185  77  10  769
1477480564.483:  -1094  77  10  769
1477480564.484:   -989  77  10  769
1477480564.485:   -884  77  10  769
1477480564.485:   -786  77  10  769
1477480564.487:   -696  77  10  769
1477480564.487:   -603  77  10  769
1477480564.488:   -502  77  10  769
1477480564.489:   -397  77  10  769
1477480564.489:   -293  77  10  769
1477480564.491:   -200  77  10  769
1477480564.493:   -120  77  10  769
1477480564.493:    -48  77  10  769
1477480564.496:     22  77  10  769
1477480564.497:     93  77  10  769
1477480564.498:    157  77  10  769
1477480564.501:    203  77  10  769
1477480564.506:    234  77  10  769
1477480564.529:    262  77  10  769
1477480564.605:    299  77  10  769
1477480564.612:    340  77  10  769
1477480564.612:    370  77  10  769
1477480564.613:    376  77  10  769
1477480564.613:    370  77  10  769
1477480564.613:    372  77  10  769
1477480564.613:    392  77  10  769
1477480564.613:    417  77  10  769
1477480564.613:    424  77  10  769
1477480564.613:    408  77  10  769
1477480564.614:    386  77  10  769
1477480564.614:    380  77  10  769
1477480564.614:    389  77  10  769
1477480564.614:    397  77  10  769
1477480564.614:    388  77  10  769
1477480564.614:    366  77  10  769
1477480564.614:    348  77  10  769
1477480564.615:    343  77  10  769
1477480564.615:    345  77  10  769
1477480564.615:    342  77  10  769
1477480564.615:    328  77  10  769
1477480564.615:    309  77  10  769
1477480564.615:    293  77  10  769
1477480564.616:    281  77  10  769
1477480564.616:    273  77  10  769
1477480564.616:    269  77  10  769
1477480564.616:    270  77  10  769
1477480564.616:    272  77  10  769
1477480564.617:    271  77  10  769
1477480564.617:    264  77  10  769
1477480564.617:    254  77  10  769
1477480564.617:    245  77  10  769
1477480564.618:    242  77  10  769
1477480564.618:    244  77  10  769
1477480564.618:    250  77  10  769
1477480564.619:    255  77  10  769
1477480564.619:    254  77  10  769
1477480564.619:    245  77  10  769
1477480564.619:    239  77  10  769
1477480564.619:    247  77  10  769
1477480564.620:    274  77  10  769
1477480564.620:    302  77  10  769
1477480564.620:    309  77  10  769
1477480564.620:    291  77  10  769
1477480564.620:    269  77  10  769
1477480564.621:    268  77  10  769
1477480564.621:    293  77  10  769
1477480564.621:    322  77  10  769
1477480564.621:    331  77  10  769
1477480564.621:    322  77  10  769
1477480564.621:    313  77  10  769
1477480564.622:    321  77  10  769
1477480564.622:    343  77  10  769
1477480564.622:    364  77  10  769
1477480564.622:    375  77  10  769
1477480564.622:    380  77  10  769
1477480564.623:    381  77  10  769
1477480564.623:    379  77  10  769
1477480564.623:    374  77  10  769
1477480564.624:    369  77  10  769
1477480564.629:    372  77  10  769
1477480564.629:    384  77  10  769
1477480564.629:    396  77  10  769
1477480564.630:    396  77  10  769
1477480564.631:    385  77  10  769
1477480564.655:    379  77  10  769
1477480564.656:    388  77  10  769
1477480564.656:    406  77  10  769
1477480564.656:    416  77  10  769
1477480564.656:    411  77  10  769
1477480564.657:    397  77  10  769
1477480564.657:    389  77  10  769
1477480564.657:    393  77  10  769
1477480564.658:    403  77  10  769
1477480564.658:    411  77  10  769
1477480564.658:    418  77  10  769
1477480564.658:    430  77  10  769
1477480564.661:    448  77  10  769
1477480564.664:    461  77  10  769
1477480564.664:    465  77  10  769
1477480564.665:    464  77  10  769
1477480564.669:    469  77  10  769
1477480564.670:    481  77  10  769
1477480564.670:    486  77  10  769
1477480564.673:    477  77  10  769
1477480564.688:    464  77  10  769
1477480564.688:    464  77  10  769
1477480564.689:    484  77  10  769
1477480564.689:    508  77  10  769
1477480564.689:    521  77  10  769
1477480564.689:    522  77  10  769
1477480564.689:    526  77  10  769
1477480564.689:    544  77  10  769
1477480564.692:    567  77  10  769
1477480564.692:    580  77  10  769
1477480564.693:    583  77  10  769
1477480564.695:    592  77  10  769
1477480564.697:    620  77  10  769
1477480564.699:    663  77  10  769
1477480564.700:    704  77  10  769
1477480564.705:    734  77  10  769
1477480564.714:    759  77  10  769
1477480564.714:    793  77  10  769
1477480564.714:    839  77  10  769
1477480564.715:    885  77  10  769
1477480564.715:    920  77  10  769
1477480564.715:    941  77  10  769
1477480564.717:    953  77  10  769
1477480564.719:    957  77  10  769
1477480564.720:    946  77  10  769
1477480564.723:    911  77  10  769
1477480564.724:    850  77  10  769
1477480564.727:    770  77  10  769
1477480564.747:    684  77  10  769
1477480564.747:    597  77  10  769
1477480564.748:    510  77  10  769
1477480564.748:    419  77  10  769
1477480564.748:    332  77  10  769
1477480564.748:    260  77  10  769
1477480564.748:    208  77  10  769
1477480564.749:    170  77  10  769
1477480564.749:    137  77  10  769
1477480564.749:    104  77  10  769
1477480564.752:     74  77  10  769
1477480564.753:     51  77  10  769
1477480564.757:     29  77  10  769
1477480564.757:      1  77  10  769
1477480564.760:    -33  77  10  769
1477480564.760:    -62  77  10  769
1477480564.764:    -75  77  10  769
1477480564.765:    -68  77  10  769
1477480564.774:    -52  77  10  769
1477480564.774:    -33  77  10  769
1477480564.774:    -10  77  10  769
1477480564.775:     25  77  10  769
1477480564.775:     75  77  10  769
1477480564.776:    140  77  10  769
1477480564.776:    217  77  10  769
1477480564.778:    298  77  10  769
1477480564.782:    377  77  10  769
1477480564.782:    450  77  10  769
1477480564.784:    516  77  10  769
1477480564.785:    579  77  10  769
1477480564.795:    642  77  10  769
1477480564.795:    701  77  10  769
1477480564.795:    749  77  10  769
1477480564.796:    783  77  10  769
1477480564.796:    807  77  10  769
1477480564.798:    818  77  10  769
1477480564.799:    815  77  10  769
1477480564.801:    802  77  10  769
1477480564.804:    795  77  10  769
1477480564.805:    807  77  10  769
1477480564.810:    833  77  10  769
1477480564.811:    854  77  10  769
1477480564.812:    857  77  10  769
1477480564.813:    848  77  10  769
1477480564.814:    844  77  10  769
1477480564.817:    856  77  10  769
1477480564.834:    879  77  10  769
1477480564.835:    902  77  10  769
1477480564.835:    919  77  10  769
1477480564.836:    929  77  10  769
1477480564.836:    936  77  10  769
1477480564.836:    945  77  10  769
1477480564.836:    960  77  10  769
1477480564.836:    979  77  10  769
1477480564.836:    997  77  10  769
1477480564.838:   1003  77  10  769
1477480564.839:    995  77  10  769
1477480564.842:    974  77  10  769
1477480564.842:    939  77  10  769
1477480564.845:    890  77  10  769
1477480564.846:    826  77  10  769
1477480564.848:    757  77  10  769
1477480564.850:    710  77  10  769
1477480564.852:    732  77  10  769
1477480564.857:    878  77  10  769
1477480564.857:   1159  77  10  769
1477480564.873:   1499  77  10  769
1477480564.874:   1742  77  10  769
1477480564.874:   1756  77  10  769
1477480564.875:   1548  77  10  769
1477480564.876:   1244  77  10  769
1477480564.876:    939  77  10  769
1477480564.877:    560  77  10  769
1477480564.877:   -126  77  10  769
1477480564.878:  -1359  77  10  769
1477480564.879:  -3240  77  10  769
1477480564.880:  -5728  77  10  769
1477480564.880:  -8683  77  10  769
1477480564.891: -11868  77  10  769
1477480564.891: -14940  77  10  769
1477480564.891: -17532  77  10  769
1477480564.892: -19421  77  10  769
1477480564.892: -20566  77  10  769
1477480564.892: -20939  77  10  769
1477480564.895: -20332  77  10  769
1477480564.898: -18448  77  10  769
1477480564.898: -15260  77  10  769
1477480564.903: -11268  77  10  769
1477480564.910:  -7284  77  10  769
1477480564.911:  -3925  77  10  769
1477480564.911:  -1294  77  10  769
1477480564.911:    831  77  10  769
1477480564.912:   2583  77  10  769
1477480564.913:   3824  77  10  769
1477480564.916:   4365  77  10  769
