timestamp: ADC HeartRate4sAverage HeartRate30sAverage HRV8sAverage
1477480355.694:  -1214 120  16  553
1477480355.694:  -1208 120  16  553
1477480355.694:  -1180 120  16  553
1477480355.694:  -1145 120  16  553
1477480355.695:  -1109 120  16  553
1477480355.695:  -1073 120  16  553
1477480355.695:  -1044 120  16  553
1477480355.695:  -1022 120  16  553
1477480355.695:   -994 120  16  553
1477480355.696:   -950 120  16  553
1477480355.696:   -901 120  16  553
1477480355.696:   -869 120  16  553
1477480355.696:   -860 120  16  553
1477480355.696:   -850 120  16  553
1477480355.696:   -812 120  16  553
1477480355.696:   -748 120  16  553
1477480355.697:   -689 120  16  553
1477480355.697:   -658 120  16  553
1477480355.697:   -645 120  16  553
1477480355.697:   -623 120  16  553
1477480355.697:   -584 120  16  553
1477480355.697:   -540 120  16  553
1477480355.697:   -505 120  16  553
1477480355.698:   -476 120  16  553
1477480355.698:   -442 120  16  553
1477480355.698:   -402 120  16  553
1477480355.698:   -367 120  16  553
1477480355.698:   -342 120  16  553
1477480355.698:   -320 120  16  553
1477480355.698:   -286 120  16  553
1477480355.699:   -241 120  16  553
1477480355.699:   -199 120  16  553
1477480355.699:   -167 120  16  553
1477480355.699:   -137 120  16  553
1477480355.700:    -97 120  16  553
1477480355.700:    -50 120  16  553
1477480355.700:    -10 120  16  553
1477480355.700:     10 120  16  553
1477480355.701:     25 120  16  553
1477480355.701:     55 120  16  553
1477480355.701:    106 120  16  553
1477480355.707:    160 120  16  553
1477480355.707:    199 120  16  553
1477480355.713:    226 120  16  553
1477480355.713:    259 120  16  553
1477480355.713:    308 120  16  553
1477480355.715:    359 120  16  553
1477480355.717:    395 120  16  553
1477480355.731:    415 120  16  553
1477480355.732:    430 120  16  553
1477480355.733:    449 120  16  553
1477480355.733:    474 120  16  553
1477480355.734:    502 120  16  553
1477480355.734:    536 120  16  553
1477480355.735:    575 120  16  553
1477480355.736:    616 120  16  553
1477480355.736:    651 120  16  553
1477480355.737:    674 120  16  553
1477480355.747:    689 120  16  553
1477480355.748:    698 120  16  553
1477480355.750:    702 120  16  553
1477480355.750:    703 120  16  553
1477480355.751:    707 120  16  553
1477480355.752:    725 120  16  553
1477480355.753:    754 120  16  553
1477480355.754:    781 120  16  553
1477480355.756:    797 120  16  553
1477480355.757:    805 120  16  553
1477480355.757:    818 120  16  553
1477480355.761:    846 120  16  553
1477480355.761:    884 120  16  553
1477480355.762:    923 120  16  553
1477480355.765:    958 120  16  553
1477480355.765:    994 120  16  553
1477480355.768:   1036 120  16  553
1477480355.770:   1082 120  16  553
1477480355.782:   1122 120  16  553
1477480355.783:   1150 120  16  553
1477480355.783:   1165 120  16  553
1477480355.784:   1170 120  16  553
1477480355.785:   1165 120  16  553
1477480355.786:   1154 120  16  553
1477480355.788:   1144 120  16  553
1477480355.789:   1140 120  16  553
1477480355.790:   1143 120  16  553
1477480355.793:   1150 120  16  553
1477480355.801:   1165 120  16  553
1477480355.802:   1183 120  16  553
1477480355.804:   1198 120  16  553
1477480355.805:   1201 120  16  553
1477480355.806:   1204 120  16  553
1477480355.807:   1227 120  16  553
1477480355.808:   1277 120  16  553
1477480355.809:   1328 120  16  553
1477480355.820:   1350 120  16  553
1477480355.820:   1340 120  16  553
1477480355.821:   1331 120  16  553
1477480355.822:   1350 120  16  553
1477480355.823:   1381 120  16  553
1477480355.823:   1385 120  16  553
1477480355.824:   1355 120  16  553
1477480355.824:   1321 120  16  553
1477480355.825:   1315 120  16  553
1477480355.826:   1334 120  16  553
1477480355.837:   1356 120  16  553
1477480355.838:   1370 120  16  553
1477480355.839:   1388 120  16  553
1477480355.839:   1414 120  16  553
1477480355.840:   1427 120  16  553
1477480355.841:   1404 120  16  553
1477480355.841:   1363 120  16  553
1477480355.844:   1346 120  16  553
1477480355.855:   1365 120  16  553
1477480355.855:   1380 120  16  553
1477480355.856:   1346 120  16  553
1477480355.857:   1272 120  16  553
1477480355.858:   1219 120  16  553
1477480355.859:   1221 120  16  553
1477480355.860:   1247 120  16  553
1477480355.860:   1238 120  16  553
1477480355.861:   1187 120  16  553
1477480355.862:   1133 120  16  553
1477480355.862:   1101 120  16  553
1477480355.864:   1066 120  16  553
1477480355.874:    989 120  16  553
1477480355.875:    889 120  16  553
1477480355.876:    813 120  16  553
1477480355.876:    749 120  16  553
1477480355.877:    611 120  16  553
1477480355.878:    329 120  16  553
1477480355.878:    -50 120  16  553
1477480355.879:   -388 120  16  553
1477480355.882:   -588 120  16  553
1477480355.884:   -664 120  16  553
1477480355.892:   -667 120  16  553
1477480355.893:   -574 120  16  553
1477480355.893:   -298 120  16  553
1477480355.894:    187 120  16  553
1477480355.894:    776 120  16  553
1477480355.895:   1309 120  16  553
1477480355.897:   1726 120  16  553
1477480355.904:   2115 120  16  553
1477480355.906:   2595 120  16  553
1477480355.907:   3189 120  16  553
1477480355.908:   3799 120  16  553
1477480355.910:   4296 120  16  553
1477480355.910:   4635 120  16  553
